---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.FileName = "GaitNormal0001-processed-output-euler-rightlegtd.txt"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion
2.838666666666658e+000 -9.324282075084991e-002 -3.348819914046635e-001 9.678915915787933e-002 1.796106296081715e-001 1.090550197646467e-001 -4.098276152036322e-002
2.847999999999991e+000 -7.866457701022692e-002 -3.319286355359981e-001 7.044093673868246e-002 2.016720810866547e-001 8.619795706558046e-002 -1.170143672414938e-002
2.857333333333325e+000 -6.623549616589537e-002 -3.297640139997857e-001 4.324171389149001e-002 2.215676847261210e-001 6.408810511457889e-002 1.706436598428344e-002
2.866666666666658e+000 -5.677423975421755e-002 -3.286268934362798e-001 1.656607877020555e-002 2.390464096592934e-001 4.391213246887923e-002 4.415925811436568e-002
2.875999999999991e+000 -5.087131192735313e-002 -3.285813072443414e-001 -8.455690984495279e-003 2.539088294089653e-001 2.659470674119967e-002 6.873888565535016e-002
2.885333333333324e+000 -4.885014781009710e-002 -3.295504656625720e-001 -3.103474769675874e-002 2.660140606844063e-001 1.273317520697857e-002 9.027856920514542e-002
2.894666666666657e+000 -5.079263449748014e-002 -3.313681668863825e-001 -5.069172519141985e-002 2.753016480667796e-001 2.628919393787699e-003 1.084632942405617e-001
2.903999999999991e+000 -5.661372284356372e-002 -3.338226470855788e-001 -6.720600436513391e-002 2.817807679539762e-001 -3.676857200400760e-003 1.231459208846363e-001
2.913333333333324e+000 -6.613845062039858e-002 -3.366817229712064e-001 -8.056763042908854e-002 2.855108696075064e-001 -6.362394076477164e-003 1.343265722900253e-001
2.922666666666657e+000 -7.915608281282570e-002 -3.397038555093357e-001 -9.094063831920618e-002 2.865837724271367e-001 -5.780773511078684e-003 1.421359965737794e-001
2.931999999999990e+000 -9.544003473208466e-002 -3.426430694332504e-001 -9.861874583297459e-002 2.851205418276265e-001 -2.400992708986423e-003 1.467977780991887e-001
2.941333333333323e+000 -1.147437338201315e-001 -3.452516067481991e-001 -1.039800365527284e-001 2.812778175820409e-001 3.243389945519607e-003 1.486110284085623e-001
2.950666666666657e+000 -1.367629398071389e-001 -3.472874053689876e-001 -1.074282082808644e-001 2.752704637103409e-001 1.062336215684977e-002 1.478875391581780e-001
2.959999999999990e+000 -1.611233765304216e-001 -3.485269903128995e-001 -1.093709949398529e-001 2.673586756989320e-001 1.923236778332296e-002 1.449738376420926e-001
2.969333333333323e+000 -1.873926372114148e-001 -3.487838874407486e-001 -1.101961000768144e-001 2.578214832273888e-001 2.860418491186858e-002 1.402499422623972e-001
2.978666666666656e+000 -2.151205069762328e-001 -3.479245799103680e-001 -1.102423602261742e-001 2.469300486834206e-001 3.833034765665914e-002 1.341135222139686e-001
2.987999999999989e+000 -2.438860765257772e-001 -3.458769883015130e-001 -1.097700486224980e-001 2.349335289826863e-001 4.808138578135105e-002 1.269414611975266e-001
2.997333333333323e+000 -2.733280102921934e-001 -3.426299942139058e-001 -1.089486703222720e-001 2.220548920832978e-001 5.761979217320930e-002 1.190540948013830e-001
3.006666666666656e+000 -3.031492341324228e-001 -3.382243511898871e-001 -1.078730321488273e-001 2.084907880658145e-001 6.679396855475242e-002 1.107106512881264e-001
3.015999999999989e+000 -3.330923796873034e-001 -3.327417144884681e-001 -1.065848314038675e-001 1.944233610503258e-001 7.553425370827317e-002 1.020965557029916e-001
3.025333333333322e+000 -3.629327346753141e-001 -3.262863371498393e-001 -1.051210202800608e-001 1.800119902735347e-001 8.381250821546456e-002 9.338963102244270e-002
3.034666666666655e+000 -3.924602486302894e-001 -3.189723363210324e-001 -1.035328384954726e-001 1.654016975185258e-001 9.163277200218734e-002 8.476119131222140e-002
3.043999999999989e+000 -4.214874136813152e-001 -3.109101391593154e-001 -1.018962736748257e-001 1.507216279835354e-001 9.901753984852806e-002 7.638559319953439e-002
3.053333333333322e+000 -4.498516960217424e-001 -3.021990581971444e-001 -1.003154317747885e-001 1.360832880036458e-001 1.059938536825822e-001 6.845609233175963e-002
3.062666666666655e+000 -4.774299616355716e-001 -2.929310575146838e-001 -9.887745289431327e-002 1.215847830739599e-001 1.126099195641723e-001 6.112004692845586e-002
3.071999999999988e+000 -5.041291542516355e-001 -2.831953535500953e-001 -9.764459985790674e-002 1.073117762639432e-001 1.189244830347872e-001 5.449158718550551e-002
3.081333333333321e+000 -5.298874961566491e-001 -2.730838119518015e-001 -9.662652741686673e-002 9.334797416533743e-002 1.250180636564637e-001 4.860987573022683e-002
3.090666666666655e+000 -5.546772215285702e-001 -2.626830260215680e-001 -9.580178699539932e-002 7.977246302195323e-002 1.309703558793940e-001 4.348721917504093e-002
3.099999999999988e+000 -5.785075512549197e-001 -2.520711889490414e-001 -9.511387145328643e-002 6.666621565418583e-002 1.368663828148117e-001 3.908478176290163e-002
3.109333333333321e+000 -6.014135591034677e-001 -2.413092604002138e-001 -9.451297462612640e-002 5.410603662012393e-002 1.427707678032149e-001 3.537560387543008e-002
3.118666666666654e+000 -6.234428632589824e-001 -2.304460395647651e-001 -9.395640522253834e-002 4.217123404994898e-002 1.487343782534704e-001 3.232147377542256e-002
3.127999999999987e+000 -6.446397568099043e-001 -2.195233134106855e-001 -9.341641939462142e-002 3.094746125218191e-002 1.547946317260923e-001 2.987029418006534e-002
3.137333333333320e+000 -6.650403612639975e-001 -2.085652650767238e-001 -9.292510671315180e-002 2.051276308612217e-002 1.609443513382716e-001 2.804336782666977e-002
3.146666666666654e+000 -6.846835369418923e-001 -1.975864889424950e-001 -9.253299591548103e-002 1.094180221028290e-002 1.671647875987677e-001 2.685633242795398e-002
3.155999999999987e+000 -7.036162643470170e-001 -1.865960768876977e-001 -9.229190223922124e-002 2.298294363530650e-003 1.734385192692829e-001 2.629969429811066e-002
3.165333333333320e+000 -7.218959875309015e-001 -1.755981341651945e-001 -9.225182565437295e-002 -5.377691693845615e-003 1.797488679391515e-001 2.635342298633353e-002
3.174666666666653e+000 -7.395928942330541e-001 -1.645948083614442e-001 -9.244858206779716e-002 -1.207634384285788e-002 1.860814850187695e-001 2.698277257513315e-002
3.183999999999986e+000 -7.567926048624093e-001 -1.535943535336469e-001 -9.287703701883210e-002 -1.781451554751629e-002 1.924339883678536e-001 2.809904082865722e-002
3.193333333333320e+000 -7.735958395179748e-001 -1.426140582840090e-001 -9.349035654491189e-002 -2.263334989999498e-002 1.988103337366692e-001 2.956097975346837e-002
3.202666666666653e+000 -7.901134706531406e-001 -1.316757710049753e-001 -9.423278276812552e-002 -2.660011405786783e-002 2.051992706229030e-001 3.122789188910917e-002
3.211999999999986e+000 -8.064554411393377e-001 -1.208150764253090e-001 -9.503426909197454e-002 -2.979319944918577e-002 2.115911394117203e-001 3.291832644371106e-002
3.221333333333319e+000 -8.227134542057774e-001 -1.100784299834118e-001 -9.585059978835386e-002 -3.229873720668589e-002 2.179588126629987e-001 3.446252258946805e-002
3.230666666666652e+000 -8.389415912909949e-001 -9.953618842100982e-002 -9.665106704548920e-002 -3.419277838855077e-002 2.242783244116551e-001 3.565471149807364e-002
3.239999999999986e+000 -8.551367715023351e-001 -8.928230806069634e-002 -9.744471671248278e-002 -3.553865078552291e-002 2.305150302698716e-001 3.630572736815190e-002
3.249333333333319e+000 -8.712225774049121e-001 -7.943596782062512e-002 -9.827555358294582e-002 -3.637765684452984e-002 2.366287036248390e-001 3.625554776977835e-002
3.258666666666652e+000 -8.870462413246898e-001 -7.012900210383780e-002 -9.920699542909661e-002 -3.672142069682421e-002 2.425743898474342e-001 3.539360016119825e-002
3.267999999999985e+000 -9.023999091815437e-001 -6.147457490149041e-002 -1.002873588988127e-001 -3.654608812831879e-002 2.483007817328784e-001 3.366860154349826e-002
3.277333333333318e+000 -9.170672715298430e-001 -5.352243832484237e-002 -1.015043431108422e-001 -3.578910713658973e-002 2.537456414297231e-001 3.108426518552557e-002
3.286666666666652e+000 -9.308792103202300e-001 -4.621918208449894e-002 -1.027550932760291e-001 -3.434925393955793e-002 2.588268329175672e-001 2.769130363575255e-002
3.295999999999985e+000 -9.437475526456876e-001 -3.940617359426260e-002 -1.038282308319405e-001 -3.207927202696252e-002 2.634550980642845e-001 2.352303744654559e-002
3.305333333333318e+000 -9.556645363098224e-001 -3.284206386468955e-002 -1.044698922433796e-001 -2.879285255699030e-002 2.675120022339866e-001 1.862946120848283e-002
3.314666666666651e+000 -9.666666629902935e-001 -2.626345775629243e-002 -1.044199896552047e-001 -2.426132004786731e-002 2.708683286373291e-001 1.302186591871568e-002
3.323999999999984e+000 -9.767923484606197e-001 -1.942895439613893e-002 -1.034863480670205e-001 -1.823399329001973e-002 2.733605977043215e-001 6.735483230330209e-003
3.333333333333318e+000 -9.860420665331623e-001 -1.215879112038958e-002 -1.015569504110665e-001 -1.045152311407247e-002 2.747985678711900e-001 -1.807593319588924e-004
3.342666666666651e+000 -9.943538094473660e-001 -4.350666788855564e-003 -9.861405624475084e-002 -6.627812084038404e-004 2.749573453222470e-001 -7.634918896257214e-003
3.351999999999984e+000 -1.001597740141093e+000 4.026343557040218e-003 -9.477784693495006e-002 1.135480830393089e-002 2.735442896223884e-001 -1.539947935726530e-002
3.361333333333317e+000 -1.007573845268097e+000 1.292063031539218e-002 -9.026834626944957e-002 2.580677540405585e-002 2.702368628428531e-001 -2.320546254125739e-002
3.370666666666650e+000 -1.012026557287404e+000 2.220804542704195e-002 -8.540657169010935e-002 4.288308645206151e-002 2.646882025095398e-001 -3.075036290924305e-002
3.379999999999984e+000 -1.014669391669572e+000 3.170910019543374e-002 -8.059987644245781e-002 6.276038459712685e-002 2.565388727036378e-001 -3.771367883306564e-002
